question,label,llm_answer
Disease ontology identifier for Norrie disease is DOID:0060599,False,"{
  ""answer"": ""True""
}"
vaccines treats melanoma,True,"{
  ""answer"": ""False""
}"
argipressin treats central diabetes insipidus,True,"{
  ""answer"": ""True""
}"
Omenn Syndrome associates Gene RAG2,True,"{
  ""answer"": ""True""
}"
adenine phosphoribosyltransferase deficiency is a inborn disorder of amino acid metabolism,True,"{
  ""answer"": ""False""
}"
Progeria associates Gene LMNA,True,"{
  ""answer"": ""True""
}"
mercaptopurine treats crohn's disease,True,"{
  ""answer"": ""True""
}"
Peutz-Jeghers Syndrome associates Gene STK11,True,"{
  ""answer"": ""True""
}"
penicillamine treats cystinuria,True,"{
  ""answer"": ""True""
}"
Noonan syndrome is a multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,True,"{
  ""answer"": ""True""
}"
RAPP-HODGKIN SYNDROME associates Gene TP63,True,"{
  ""answer"": ""True""
}"
Bernard-Soulier Syndrome associates Gene GP1BA,True,"{
  ""answer"": ""True""
}"
Spinocerebellar Ataxia Type 6 (disorder) associates Gene CACNA1A,True,"{
  ""answer"": ""True""
}"
Werner Syndrome associates Gene WRN,True,"{
  ""answer"": ""True""
}"
sarcoma is a cancer,True,"{
  ""answer"": ""True""
}"
brachydactyly type C is a brachydactyly,True,"{
  ""answer"": ""True""
}"
Alveolar rhabdomyosarcoma associates Gene PAX3,True,"{
  ""answer"": ""True""
}"
CHARGE Syndrome is not associated with Gene CHD7,False,"{
  ""answer"": ""False""
}"
Ellis-van Creveld syndrome is not a heart disorder,False,"{
  ""answer"": ""True""
}"
Pelizaeus-Merzbacher Disease associates Gene PLP1,True,"{
  ""answer"": ""True""
}"
Microvillus inclusion disease is not associated with Gene MYO5B,False,"{
  ""answer"": ""False""
}"
DiGeorge syndrome is a congenital T-cell immunodeficiency,True,"{
  ""answer"": ""True""
}"
melanoma associates Gene BRAF,True,"{
  ""answer"": ""True""
}"
"Basal ganglia disease, biotin-responsive associates Gene SLC19A3",True,"{
  ""answer"": ""True""
}"
Coffin-Siris syndrome associates Gene ARID1B,True,"{
  ""answer"": ""True""
}"
Sitosterolemia is not associated with Gene ABCG8,False,"{
  ""answer"": ""False""
}"
Alexander Disease associates Gene GFAP,True,"{
  ""answer"": ""True""
}"
pembrolizumab treats melanoma,True,"{
  ""answer"": ""True""
}"
congenital contractural arachnodactyly is not a congenital nervous system disorder,False,"{
  ""answer"": ""True""
}"
cherubism is not a autosomal dominant disease,False,"{
  ""answer"": ""False""
}"
Norrie disease associates Gene NDP,True,"{
  ""answer"": ""True""
}"
Hyperkalemic periodic paralysis is not associated with Gene SCN4A,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for ataxia telangiectasia is DOID:0060010,False,"{
  ""answer"": ""False""
}"
"Xeroderma pigmentosum, group A associates Gene XPA",True,"{
  ""answer"": ""True""
}"
antibiotics treats obesity,True,"{
  ""answer"": ""False""
}"
antineoplastic agents treats osteosarcoma,True,"{
  ""answer"": ""True""
}"
Jervell-Lange Nielsen Syndrome is not associated with Gene KCNQ1,False,"{
  ""answer"": ""False""
}"
insulin treats obesity,True,"{
  ""answer"": ""False""
}"
Pitt-Hopkins syndrome is a syndromic disease,True,"{
  ""answer"": ""True""
}"
POLYCYSTIC KIDNEY DISEASE 1 associates Gene PKD1,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for Tangier disease is DOID:1388,True,"{
  ""answer"": ""False""
}"
Disease ontology identifier for Smith-Lemli-Opitz syndrome is DOID:0080026,False,"{
  ""answer"": ""True""
}"
alpha-d-galactosidase enzyme treats fabry disease,True,"{
  ""answer"": ""True""
}"
Burkitt lymphoma is a neoplasm of mature B-cells,True,"{
  ""answer"": ""True""
}"
Vitelliform Macular Dystrophy associates Gene BEST1,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for Smith-Magenis syndrome is DOID:12271,False,"{
  ""answer"": ""True""
}"
Noonan Syndrome associates Gene RAF1,True,"{
  ""answer"": ""True""
}"
Bernard-Soulier Syndrome associates Gene GP1BB,True,"{
  ""answer"": ""True""
}"
Neurofibromatosis 1 associates Gene NF1,True,"{
  ""answer"": ""True""
}"
Brugada Syndrome (disorder) associates Gene SCN5A,True,"{
  ""answer"": ""True""
}"
Smith-Lemli-Opitz Syndrome is not associated with Gene DHCR7,False,"{
  ""answer"": ""False""
}"
Biotinidase Deficiency is not associated with Gene BTD,False,"{
  ""answer"": ""False""
}"
Allan-Herndon-Dudley syndrome (AHDS) is not associated with Gene SLC16A2,False,"{
  ""answer"": ""False""
}"
enoxaparin treats obesity,True,"{
  ""answer"": ""False""
}"
Li-Fraumeni syndrome is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
WHIM syndrome is not associated with Gene CXCR4,False,"{
  ""answer"": ""False""
}"
multiple endocrine neoplasia type 2B is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
Alstrom Syndrome associates Gene ALMS1,True,"{
  ""answer"": ""True""
}"
Gyrate Atrophy associates Gene OAT,True,"{
  ""answer"": ""True""
}"
tuberous sclerosis is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
Fabry disease is not a developmental anomaly of metabolic origin,False,"{
  ""answer"": ""False""
}"
"Xeroderma Pigmentosum, Complementation Group D associates Gene ERCC2",True,"{
  ""answer"": ""True""
}"
Argininosuccinic Aciduria associates Gene ASL,True,"{
  ""answer"": ""True""
}"
Lesch-Nyhan Syndrome associates Gene HPRT1,True,"{
  ""answer"": ""True""
}"
Creutzfeldt-Jakob disease is not associated with Gene PRNP,False,"{
  ""answer"": ""False""
}"
BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY is not associated with Gene CYP4V2,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for juvenile myoclonic epilepsy is DOID:4890,True,"{
  ""answer"": ""True""
}"
"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E associates Gene DDB2",True,"{
  ""answer"": ""True""
}"
anesthetics treats pheochromocytoma,True,"{
  ""answer"": ""False""
}"
Disease ontology identifier for ornithine carbamoyltransferase deficiency is DOID:9271,True,"{
  ""answer"": ""True""
}"
Saethre-Chotzen Syndrome is not associated with Gene TWIST1,False,"{
  ""answer"": ""False""
}"
prothrombin complex concentrates treats hemophilia b,True,"{
  ""answer"": ""False""
}"
Disease ontology identifier for ethylmalonic encephalopathy is DOID:0060640,True,"{
  ""answer"": ""True""
}"
Alexander disease is a leukodystrophy,True,"{
  ""answer"": ""True""
}"
Variant rs2476601 associates Rheumatoid Arthritis,True,"{
  ""answer"": ""True""
}"
Carney Complex is not associated with Gene PRKAR1A,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for Werner syndrome is DOID:0050466,False,"{
  ""answer"": ""True""
}"
very long chain acyl-CoA dehydrogenase deficiency is not a disorder of fatty acid oxidation and ketogenesis,False,"{
  ""answer"": ""False""
}"
DOYNE HONEYCOMB RETINAL DYSTROPHY associates Gene EFEMP1,True,"{
  ""answer"": ""True""
}"
Central Diabetes Insipidus associates Gene AVP,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for popliteal pterygium syndrome is DOID:0050756,False,"{
  ""answer"": ""True""
}"
Fragile X Syndrome associates Gene FMR1,True,"{
  ""answer"": ""True""
}"
Loeys-Dietz Syndrome associates Gene TGFBR2,True,"{
  ""answer"": ""True""
}"
"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C associates Gene XPC",True,"{
  ""answer"": ""True""
}"
"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C associates Gene SH3TC2",True,"{
  ""answer"": ""True""
}"
hereditary hemorrhagic telangiectasia is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
Sandhoff disease is a eye degenerative disorder,True,"{
  ""answer"": ""False""
}"
Disease ontology identifier for aniridia is DOID:12704,False,"{
  ""answer"": ""True""
}"
Congenital Generalized Lipodystrophy Type 2 associates Gene BSCL2,True,"{
  ""answer"": ""True""
}"
Noonan Syndrome associates Gene PTPN11,True,"{
  ""answer"": ""True""
}"
Juvenile Spinal Muscular Atrophy associates Gene SMN1,True,"{
  ""answer"": ""True""
}"
"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J associates Gene FIG4",True,"{
  ""answer"": ""True""
}"
Alkaptonuria associates Gene HGD,True,"{
  ""answer"": ""True""
}"
Cystinuria is not associated with Gene SLC7A9,False,"{
  ""answer"": ""False""
}"
Popliteal pterygium syndrome is not associated with Gene IRF6,False,"{
  ""answer"": ""False""
}"
Aspartylglucosaminuria is not associated with Gene AGA,False,"{
  ""answer"": ""False""
}"
Nijmegen Breakage Syndrome is not associated with Gene NBN,False,"{
  ""answer"": ""False""
}"
Mowat-Wilson syndrome is not associated with Gene ZEB2,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for fragile X syndrome is DOID:14261,True,"{
  ""answer"": ""True""
}"
Sarcoma associates Gene TP53,True,"{
  ""answer"": ""True""
}"
Alstrom syndrome is a ciliopathy,True,"{
  ""answer"": ""True""
}"
Gray Platelet Syndrome is not associated with Gene NBEAL2,False,"{
  ""answer"": ""False""
}"
Ethylmalonic encephalopathy is not associated with Gene ETHE1,False,"{
  ""answer"": ""False""
}"
L-2-HYDROXYGLUTARIC ACIDURIA associates Gene L2HGDH,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for campomelic dysplasia is DOID:0050463,True,"{
  ""answer"": ""True""
}"
choroideremia is not a X-linked disease,False,"{
  ""answer"": ""False""
}"
Coffin-Siris syndrome is a syndromic disease,True,"{
  ""answer"": ""True""
}"
Nance-Horan syndrome associates Gene NHS,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for cystinuria is DOID:9266,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for gray platelet syndrome is DOID:0111044,True,"{
  ""answer"": ""True""
}"
Maple Syrup Urine Disease associates Gene DBT,True,"{
  ""answer"": ""True""
}"
Spinocerebellar Ataxia Type 1 is not associated with Gene ATXN1,False,"{
  ""answer"": ""False""
}"
Holt-Oram syndrome is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
agalsidase alfa treats fabry disease,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for pseudopseudohypoparathyroidism is DOID:4183,True,"{
  ""answer"": ""False""
}"
agalsidase beta treats fabry disease,True,"{
  ""answer"": ""True""
}"
Unverricht-Lundborg Syndrome is not associated with Gene CSTB,False,"{
  ""answer"": ""False""
}"
L-2-hydroxyglutaric aciduria is not a 2-hydroxyglutaric aciduria,False,"{
  ""answer"": ""False""
}"
Refsum Disease associates Gene PHYH,True,"{
  ""answer"": ""True""
}"
Achondroplasia is not associated with Gene FGFR3,False,"{
  ""answer"": ""False""
}"
pseudoachondroplasia is a osteochondrodysplasia,True,"{
  ""answer"": ""True""
}"
prasterone treats obesity,True,"{
  ""answer"": ""False""
}"
LATE-ONSET RETINAL DEGENERATION (disorder) associates Gene C1QTNF5,True,"{
  ""answer"": ""True""
}"
immunosuppressive agents treats crohn's disease,True,"{
  ""answer"": ""True""
}"
nail-patella syndrome is a autosomal dominant disease,True,"{
  ""answer"": ""True""
}"
Mulibrey Nanism is not associated with Gene TRIM37,False,"{
  ""answer"": ""False""
}"
"Xeroderma pigmentosum, group G is not associated with Gene ERCC5",False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for Lafora disease is DOID:3534,True,"{
  ""answer"": ""True""
}"
Brachydactyly type C is not associated with Gene GDF5,False,"{
  ""answer"": ""False""
}"
Cystinuria is not associated with Gene SLC3A1,False,"{
  ""answer"": ""False""
}"
Obesity is not associated with Gene MC4R,False,"{
  ""answer"": ""False""
}"
Kleefstra syndrome 1 is a Kleefstra syndrome,True,"{
  ""answer"": ""True""
}"
everolimus treats tuberous sclerosis,True,"{
  ""answer"": ""True""
}"
Autosomal Recessive Polycystic Kidney Disease associates Gene PKHD1,True,"{
  ""answer"": ""True""
}"
amiloride treats cystic fibrosis,True,"{
  ""answer"": ""True""
}"
Liver carcinoma associates Gene TP53,True,"{
  ""answer"": ""True""
}"
Adrenoleukodystrophy associates Gene ABCD1,True,"{
  ""answer"": ""True""
}"
Tuberous Sclerosis associates Gene TSC2,True,"{
  ""answer"": ""True""
}"
Myoclonic dystonia is not associated with Gene SGCE,False,"{
  ""answer"": ""False""
}"
Long QT Syndrome 1 associates Gene KCNQ1,True,"{
  ""answer"": ""True""
}"
Smith-Magenis syndrome associates Gene RAI1,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for autosomal dominant hypophosphatemic rickets is DOID:0050948,True,"{
  ""answer"": ""True""
}"
nitisinone treats alkaptonuria,True,"{
  ""answer"": ""True""
}"
immune checkpoint inhibitor treats melanoma,True,"{
  ""answer"": ""True""
}"
Li-Fraumeni Syndrome is not associated with Gene TP53,False,"{
  ""answer"": ""False""
}"
argininosuccinic aciduria is a amino acid metabolism disease,True,"{
  ""answer"": ""True""
}"
Hyperargininemia is not associated with Gene ARG1,False,"{
  ""answer"": ""False""
}"
Fabry Disease associates Gene GLA,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for beta-mannosidosis is DOID:0111136,False,"{
  ""answer"": ""True""
}"
Disease ontology identifier for spinocerebellar ataxia type 1 is DOID:0050954,True,"{
  ""answer"": ""True""
}"
Waardenburg Syndrome Type 1 associates Gene PAX3,True,"{
  ""answer"": ""True""
}"
Osteosarcoma is not associated with Gene TP53,False,"{
  ""answer"": ""False""
}"
Mucopolysaccharidosis II associates Gene IDS,True,"{
  ""answer"": ""True""
}"
"Xeroderma pigmentosum, group F associates Gene ERCC4",True,"{
  ""answer"": ""True""
}"
Pierson syndrome is not a autosomal recessive disease,False,"{
  ""answer"": ""False""
}"
Nijmegen breakage syndrome is a autosomal recessive disease,True,"{
  ""answer"": ""True""
}"
Ellis-Van Creveld Syndrome associates Gene EVC2,True,"{
  ""answer"": ""True""
}"
X-linked agammaglobulinemia associates Gene BTK,True,"{
  ""answer"": ""True""
}"
azithromycin treats cystic fibrosis,True,"{
  ""answer"": ""False""
}"
liraglutide treats obesity,True,"{
  ""answer"": ""True""
}"
Chediak-Higashi Syndrome associates Gene LYST,True,"{
  ""answer"": ""True""
}"
"FANCONI ANEMIA, COMPLEMENTATION GROUP D2 is not associated with Gene FANCD2",False,"{
  ""answer"": ""False""
}"
Wiskott-Aldrich Syndrome is not associated with Gene WAS,False,"{
  ""answer"": ""False""
}"
Pseudoxanthoma Elasticum associates Gene ABCC6,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for Omenn syndrome is DOID:3633,False,"{
  ""answer"": ""False""
}"
Hajdu-Cheney Syndrome associates Gene NOTCH2,True,"{
  ""answer"": ""True""
}"
Disease ontology identifier for adrenoleukodystrophy is DOID:0060844,False,"{
  ""answer"": ""False""
}"
antibiotics treats cystic fibrosis,True,"{
  ""answer"": ""False""
}"
Mosaic variegated aneuploidy syndrome 1 associates Gene BUB1B,True,"{
  ""answer"": ""True""
}"
Noonan Syndrome associates Gene KRAS,True,"{
  ""answer"": ""True""
}"
Coffin-Lowry syndrome associates Gene RPS6KA3,True,"{
  ""answer"": ""True""
}"
Laron Syndrome associates Gene GHR,True,"{
  ""answer"": ""True""
}"
Leigh Disease associates Gene SURF1,True,"{
  ""answer"": ""True""
}"
DiGeorge Syndrome is not associated with Gene TBX1,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for Nance-Horan syndrome is DOID:0050771,False,"{
  ""answer"": ""True""
}"
"TIBIAL MUSCULAR DYSTROPHY, TARDIVE associates Gene TTN",True,"{
  ""answer"": ""True""
}"
protein-tyrosine kinase inhibitor treats sarcoma,True,"{
  ""answer"": ""True""
}"
Lafora Disease associates Gene EPM2A,True,"{
  ""answer"": ""True""
}"
Pseudoachondroplasia associates Gene COMP,True,"{
  ""answer"": ""True""
}"
"Charcot-Marie-Tooth disease, Type 4B1 associates Gene MTMR2",True,"{
  ""answer"": ""True""
}"
dehydroepiandrosterone treats obesity,True,"{
  ""answer"": ""False""
}"
Hartnup disease is a inborn disorder of amino acid transport,True,"{
  ""answer"": ""True""
}"
Farber Lipogranulomatosis is not associated with Gene ASAH1,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for Lesch-Nyhan syndrome is DOID:1919,True,"{
  ""answer"": ""True""
}"
Polycythemia Vera is not associated with Gene JAK2,False,"{
  ""answer"": ""False""
}"
hyperkalemic periodic paralysis is not a familial periodic paralysis,False,"{
  ""answer"": ""False""
}"
Coffin-Lowry syndrome is not a X-linked syndromic intellectual disability,False,"{
  ""answer"": ""False""
}"
macrolide antibiotics treats cystic fibrosis,True,"{
  ""answer"": ""False""
}"
Pierson syndrome is not associated with Gene LAMB2,False,"{
  ""answer"": ""False""
}"
CAMPOMELIC DYSPLASIA associates Gene SOX9,True,"{
  ""answer"": ""True""
}"
Fatal Familial Insomnia is not associated with Gene PRNP,False,"{
  ""answer"": ""False""
}"
Disease ontology identifier for sitosterolemia is DOID:0090019,True,"{
  ""answer"": ""True""
}"
